profile,outcome,p_val,relation,coef,coef_95CI_lower,coef_95CI_upper,freq,pos_count,neg_count,binary_outcome,interaction_p_vals,interactions_combs,identical_profiles_pollutants
PENTACHLOROPHENOL<2.277e-10		METHYL METHACRYLATE>=2.919e-03,DailyControllerMedication,0.4621273767584244,mixed_sign_profile,-0.12702961440141755,-0.4656085660731287,0.2115493372702936,2,22,127,True,[0.049030914994331244],"Index(['PENTACHLOROPHENOL<_and_METHYL METHACRYLATE>='], dtype='object')",[]
METHYL IODIDE (IODOMETHANE)>=1.794e-08,DailyControllerMedication,0.05749919704472203,neg_correlate,-0.3351386877028317,-0.6809459479543019,0.010668572548638566,2,38,111,True,[],[],[]
NAPHTHALENE>=2.825e-01,DailyControllerMedication,0.16444138131005082,pos_correlate,0.2508942661729604,-0.10280486441558723,0.604593396761508,2,48,101,True,[],[],[]
BENZYL CHLORIDE>=2.130e-05		MERCURY COMPOUNDS<2.300e-04,DailyControllerMedication,0.03027182591975948,mixed_sign_profile,-0.4054371572498324,-0.772220718416798,-0.03865359608286689,2,14,135,True,[0.8439694930795942],"Index(['BENZYL CHLORIDE>=_and_MERCURY COMPOUNDS<'], dtype='object')",[]
"ETHYLENE OXIDE<2.871e-04		PROPYLENE DICHLORIDE (1,2-DICHLOROPROPANE)<7.715e-05",DailyControllerMedication,0.0006061072204353675,neg_correlate,0.9083057637049451,0.38911188435457345,1.4274996430553166,2,31,118,True,[0.0009239142309964353],"Index(['ETHYLENE OXIDE<_and_PROPYLENE DICHLORIDE (1,2-DICHLOROPROPANE)<'], dtype='object')",[]
"ETHYLENE OXIDE<2.805e-04		PROPYLENE DICHLORIDE (1,2-DICHLOROPROPANE)>=7.727e-05",DailyControllerMedication,0.012873576688006996,mixed_sign_profile,-0.45860345703890304,-0.8199853553057964,-0.09722155877200966,2,17,132,True,[0.0013222902590420036],"Index(['ETHYLENE OXIDE<_and_PROPYLENE DICHLORIDE (1,2-DICHLOROPROPANE)>='], dtype='object')",[]
VINYL ACETATE<3.279e-04,DailyControllerMedication,0.3726641428644105,pos_correlate,-0.15348539068316663,-0.4909254590170215,0.18395467765068824,2,36,113,True,[],[],[]
BIPHENYL<3.485e-05,DailyControllerMedication,0.10033526608266753,neg_correlate,0.30885855343610324,-0.059532653242583555,0.67724976011479,2,32,117,True,[],[],[]
HYDROQUINONE<7.350e-06		METHYL CHLORIDE (CHLOROMETHANE)>=1.203e+00,DailyControllerMedication,0.6979328057104388,mixed_sign_profile,-0.06890176982013653,-0.4168550011462756,0.2790514615060026,2,30,119,True,[0.09385225143736918],"Index(['HYDROQUINONE<_and_METHYL CHLORIDE (CHLOROMETHANE)>='], dtype='object')",[]
"HYDROQUINONE>=7.350e-06		ETHYLENE OXIDE<2.906e-04		PROPYLENE DICHLORIDE (1,2-DICHLOROPROPANE)<7.715e-05",DailyControllerMedication,0.0036920652903471027,mixed_sign_profile,0.7213399815785176,0.2343833109090998,1.2082966522479355,2,25,124,True,[0.742049564384734],"Index(['ETHYLENE OXIDE<_and_PROPYLENE DICHLORIDE (1,2-DICHLOROPROPANE)<'], dtype='object')",[]
"1,4-DIOXANE>=1.605e-06		HYDROQUINONE<1.100e-05",DailyControllerMedication,0.007590900912671267,mixed_sign_profile,0.5231490435327547,0.13908482849160725,0.9072132585739021,2,37,112,True,[0.8013845072465623],"Index(['1,4-DIOXANE>=_and_HYDROQUINONE<'], dtype='object')",[]
"PROPYLENE DICHLORIDE (1,2-DICHLOROPROPANE)>=5.914e-03",DailyControllerMedication,0.9786535217472946,pos_correlate,0.004611111958416186,-0.3331547594538266,0.34237698337065897,2,40,109,True,[],[],[]
"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)<1.660e-04		ANILINE>=3.095e-06",DailyControllerMedication,0.05555676428111221,mixed_sign_profile,-0.33259536777966675,-0.6730895871521405,0.007898851592806955,2,29,120,True,[0.06873174970900124],"Index(['ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)<_and_ANILINE>='], dtype='object')",[]
"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)>=1.741e-04		ACRYLONITRILE>=1.184e-02",DailyControllerMedication,0.32482246439226037,neg_correlate,-0.19117181751323983,-0.5717236446745898,0.1893800096481101,2,6,143,True,[0.8647476164246236],"Index(['ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)>=_and_ACRYLONITRILE>='], dtype='object')",[]
METHYLHYDRAZINE>=3.685e-06		MERCURY COMPOUNDS<4.160e-04,DailyControllerMedication,0.0465702996805592,mixed_sign_profile,-0.3644412229056247,-0.7233479691249302,-0.005534476686319234,2,18,131,True,[0.38474376570845326],"Index(['METHYLHYDRAZINE>=_and_MERCURY COMPOUNDS<'], dtype='object')",[]
"METHYL METHACRYLATE<2.985e-03		ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)<1.523e-04		ETHYLENE OXIDE<2.823e-04		PROPYLENE DICHLORIDE (1,2-DICHLOROPROPANE)<7.715e-05",DailyControllerMedication,0.0010259640099458507,neg_correlate,0.8527167527115713,0.3436892785118236,1.361744226911319,2,29,120,True,"[0.0013801422939643737, 0.005795074014233016]","Index(['ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)<_and_ETHYLENE OXIDE<_and_PROPYLENE DICHLORIDE (1,2-DICHLOROPROPANE)<', 'ETHYLENE OXIDE<_and_PROPYLENE DICHLORIDE (1,2-DICHLOROPROPANE)<'], dtype='object')",[]
"METHYL METHACRYLATE<2.985e-03		ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)<1.523e-04		ETHYLENE OXIDE<2.823e-04		PROPYLENE DICHLORIDE (1,2-DICHLOROPROPANE)>=7.715e-05",DailyControllerMedication,0.006952519120726096,mixed_sign_profile,-0.5060732963299879,-0.8735594059866123,-0.1385871866733635,2,18,131,True,"[0.0004442178141791113, 0.005797464187124721]","Index(['ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)<_and_ETHYLENE OXIDE<_and_PROPYLENE DICHLORIDE (1,2-DICHLOROPROPANE)>=', 'ETHYLENE OXIDE<_and_PROPYLENE DICHLORIDE (1,2-DICHLOROPROPANE)>='], dtype='object')",[]
"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)<1.511e-04		ETHYLENE OXIDE>=2.828e-04",DailyControllerMedication,0.03292522969604767,mixed_sign_profile,-0.366423988260229,-0.7031234193997851,-0.029724557120672845,2,38,111,True,[0.8301934186682047],"Index(['ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)<_and_ETHYLENE OXIDE>='], dtype='object')",[]
"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)<1.523e-04		ETHYLENE OXIDE<2.828e-04		PROPYLENE DICHLORIDE (1,2-DICHLOROPROPANE)<7.715e-05",DailyControllerMedication,0.0007935844418970667,neg_correlate,0.877905856540191,0.3650438092761151,1.3907679038042668,2,30,119,True,[0.00608608435492008],"Index(['ETHYLENE OXIDE<_and_PROPYLENE DICHLORIDE (1,2-DICHLOROPROPANE)<'], dtype='object')",[]
"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)<1.523e-04		ETHYLENE OXIDE<2.828e-04		PROPYLENE DICHLORIDE (1,2-DICHLOROPROPANE)>=7.715e-05",DailyControllerMedication,0.006952519120726096,mixed_sign_profile,-0.5060732963299879,-0.8735594059866123,-0.1385871866733635,2,18,131,True,[0.006088521834968628],"Index(['ETHYLENE OXIDE<_and_PROPYLENE DICHLORIDE (1,2-DICHLOROPROPANE)>='], dtype='object')",[]
HYDROQUINONE<7.160e-06		ANILINE>=1.370e-05,DailyControllerMedication,0.5754618175922424,mixed_sign_profile,-0.09619433429500533,-0.43285278778586284,0.24046411919585214,2,18,131,True,[],"Index(['HYDROQUINONE<_and_ANILINE>='], dtype='object')","[['HYDROQUINONE<_and_ANILINE>=', 'ANILINE>='], ['HYDROQUINONE<_and_ANILINE>=', 'ANILINE>=']]"
STYRENE<1.206e-01		HYDROGEN FLUORIDE (HYDROFLUORIC ACID)>=1.494e-02		ACRYLONITRILE<1.006e-02,DailyControllerMedication,0.022690626032984922,mixed_sign_profile,-0.40594122258561904,-0.7551156448420202,-0.056766800329217826,2,31,118,True,[0.9981466955844402],"Index(['HYDROGEN FLUORIDE (HYDROFLUORIC ACID)>=_and_ACRYLONITRILE<'], dtype='object')",[]
STYRENE<1.206e-01		HYDROGEN FLUORIDE (HYDROFLUORIC ACID)>=1.494e-02		ACRYLONITRILE>=1.006e-02,DailyControllerMedication,0.9802838308978163,mixed_sign_profile,-0.004412723539477168,-0.35438056012801106,0.3455551130490567,2,11,138,True,[0.9985767112014232],"Index(['HYDROGEN FLUORIDE (HYDROFLUORIC ACID)>=_and_ACRYLONITRILE>='], dtype='object')",[]
METHYLHYDRAZINE<3.685e-06		ACRYLONITRILE<1.138e-02,DailyControllerMedication,0.17162254624950601,neg_correlate,0.23610775436515694,-0.10241434876605512,0.574629857496369,2,73,76,True,[0.09409967439162371],"Index(['METHYLHYDRAZINE<_and_ACRYLONITRILE<'], dtype='object')",[]
METHYLHYDRAZINE<3.685e-06		ACRYLONITRILE>=1.138e-02,DailyControllerMedication,0.32482246439226037,mixed_sign_profile,-0.19117181751323983,-0.5717236446745898,0.1893800096481101,2,6,143,True,[0.09395762471395235],"Index(['METHYLHYDRAZINE<_and_ACRYLONITRILE>='], dtype='object')",[]
"PROPYLENE DICHLORIDE (1,2-DICHLOROPROPANE)<6.370e-05",DailyControllerMedication,0.007795541970369721,neg_correlate,0.6293675179378063,0.16577084977601714,1.0929641860995956,2,23,126,True,[],[],[]
FORMALDEHYDE>=2.105e+00		DIMETHYL PHTHALATE<6.870e-05,DailyControllerMedication,0.0009384873462897957,mixed_sign_profile,-0.5892607061037048,-0.9383565111794423,-0.24016490102796745,2,39,110,True,[0.06137700517692779],"Index(['FORMALDEHYDE>=_and_DIMETHYL PHTHALATE<'], dtype='object')",[]
PHOSPHORUS>=1.107e-04		HEXAMETHYLENE DIISOCYANATE>=2.720e-07		METHYL METHACRYLATE>=2.085e-03,DailyControllerMedication,0.07267552330330573,pos_correlate,0.35377817278901635,-0.03254237664401838,0.7400987222220511,2,23,126,True,[0.41772664461727704],"Index(['HEXAMETHYLENE DIISOCYANATE>=_and_METHYL METHACRYLATE>='], dtype='object')",[]
PHOSPHORUS>=1.107e-04		HEXAMETHYLENE DIISOCYANATE>=2.720e-07		METHYL METHACRYLATE<2.085e-03		GLYCOL ETHERS<1.086e-01,DailyControllerMedication,0.04078977554965751,mixed_sign_profile,-0.36774992780395865,-0.7200941127386064,-0.015405742869310957,2,14,135,True,"[0.8553823365105552, 0.8905552412644281]","Index(['HEXAMETHYLENE DIISOCYANATE>=_and_METHYL METHACRYLATE<_and_GLYCOL ETHERS<', 'METHYL METHACRYLATE<_and_GLYCOL ETHERS<'], dtype='object')",[]
ARSENIC COMPOUNDS(INORGANIC INCLUDING ARSINE)<5.816e-04		PHENOL<2.532e-02,DailyControllerMedication,0.009416597385365693,neg_correlate,0.5451298221616778,0.13364690030990994,0.9566127440134458,2,31,118,True,[0.4676813783152556],"Index(['ARSENIC COMPOUNDS(INORGANIC INCLUDING ARSINE)<_and_PHENOL<'], dtype='object')",[]
ARSENIC COMPOUNDS(INORGANIC INCLUDING ARSINE)<5.820e-04		PHENOL>=2.532e-02,DailyControllerMedication,0.9226879964082398,mixed_sign_profile,0.016937017240062028,-0.3251187019981772,0.35899273647830127,2,22,127,True,[0.4682560712570475],"Index(['ARSENIC COMPOUNDS(INORGANIC INCLUDING ARSINE)<_and_PHENOL>='], dtype='object')",[]
PHOSPHORUS>=1.107e-04		HEXAMETHYLENE DIISOCYANATE>=2.295e-07		BIPHENYL<4.500e-05		ETHYLENE OXIDE>=2.476e-04,DailyControllerMedication,0.024647644223808815,mixed_sign_profile,-0.4258982042988603,-0.7974110725968792,-0.05438533600084139,2,14,135,True,"[0.8199992139361116, 0.8517597445509508]","Index(['HEXAMETHYLENE DIISOCYANATE>=_and_BIPHENYL<_and_ETHYLENE OXIDE>=', 'BIPHENYL<_and_ETHYLENE OXIDE>='], dtype='object')",[]
NAPHTHALENE<2.825e-01		TRICHLOROETHYLENE>=1.002e-01,DailyControllerMedication,0.0029419150065791875,mixed_sign_profile,-0.5483630937397814,-0.9097836893526559,-0.18694249812690694,2,31,118,True,[nan],"Index(['NAPHTHALENE<_and_TRICHLOROETHYLENE>='], dtype='object')",[]
"POLYCHLORINATED BIPHENYLS (AROCLORS)>=3.905e-08		ETHYLENE OXIDE<2.906e-04		PROPYLENE DICHLORIDE (1,2-DICHLOROPROPANE)<7.715e-05",DailyControllerMedication,0.0016387902407602253,mixed_sign_profile,0.8042049200817107,0.30364719651749883,1.3047626436459225,2,27,122,True,[0.7398141031987048],"Index(['ETHYLENE OXIDE<_and_PROPYLENE DICHLORIDE (1,2-DICHLOROPROPANE)<'], dtype='object')",[]
"POLYCHLORINATED BIPHENYLS (AROCLORS)>=3.905e-08		ETHYLENE OXIDE<2.906e-04		PROPYLENE DICHLORIDE (1,2-DICHLOROPROPANE)>=7.715e-05		2,2,4-TRIMETHYLPENTANE<6.709e-01",DailyControllerMedication,0.9766743785706498,mixed_sign_profile,0.004928935014566169,-0.32547571169401773,0.33533358172315003,2,7,142,True,"[0.31313128271109103, 0.9882748334142382]","Index(['ETHYLENE OXIDE<_and_PROPYLENE DICHLORIDE (1,2-DICHLOROPROPANE)>=_and_2,2,4-TRIMETHYLPENTANE<', 'PROPYLENE DICHLORIDE (1,2-DICHLOROPROPANE)>=_and_2,2,4-TRIMETHYLPENTANE<'], dtype='object')",[]
"POLYCHLORINATED BIPHENYLS (AROCLORS)>=3.905e-08		ETHYLENE OXIDE<2.906e-04		PROPYLENE DICHLORIDE (1,2-DICHLOROPROPANE)>=7.715e-05		2,2,4-TRIMETHYLPENTANE>=6.709e-01",DailyControllerMedication,0.0035409180051400903,mixed_sign_profile,-0.6693260554725848,-1.1191454266806415,-0.21950668426452818,2,13,136,True,"[0.05536735766524087, 0.9877247721390847]","Index(['ETHYLENE OXIDE<_and_PROPYLENE DICHLORIDE (1,2-DICHLOROPROPANE)>=_and_2,2,4-TRIMETHYLPENTANE>=', 'PROPYLENE DICHLORIDE (1,2-DICHLOROPROPANE)>=_and_2,2,4-TRIMETHYLPENTANE>='], dtype='object')",[]
POLYCHLORINATED BIPHENYLS (AROCLORS)<3.905e-08		ACRYLIC ACID<4.375e-07,DailyControllerMedication,0.4670497241574535,pos_correlate,-0.12590977538614828,-0.4652233936988756,0.21340384292657905,2,15,134,True,[0.7580432130574323],"Index(['POLYCHLORINATED BIPHENYLS (AROCLORS)<_and_ACRYLIC ACID<'], dtype='object')",[]
POLYCHLORINATED BIPHENYLS (AROCLORS)<3.905e-08		ACRYLIC ACID>=4.375e-07,DailyControllerMedication,0.006700026378338363,mixed_sign_profile,0.547653527946904,0.15177604662649535,0.9435310092673127,2,35,114,True,[0.7577130740141336],"Index(['POLYCHLORINATED BIPHENYLS (AROCLORS)<_and_ACRYLIC ACID>='], dtype='object')",[]
"1,3-BUTADIENE>=1.602e-01		SELENIUM COMPOUNDS<6.273e-04",DailyControllerMedication,0.008515458007643265,mixed_sign_profile,-0.4676554303021452,-0.8160462967211908,-0.11926456388309958,2,37,112,True,[0.273047600728596],"Index(['1,3-BUTADIENE>=_and_SELENIUM COMPOUNDS<'], dtype='object')",[]
"HYDROGEN FLUORIDE (HYDROFLUORIC ACID)<1.506e-02		ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)>=1.118e-04",DailyControllerMedication,0.06308192489710311,mixed_sign_profile,0.36171757184636993,-0.019724490717252796,0.7431596344099927,2,21,128,True,[0.8131797486898653],"Index(['HYDROGEN FLUORIDE (HYDROFLUORIC ACID)<_and_ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)>='], dtype='object')",[]
"HYDROGEN FLUORIDE (HYDROFLUORIC ACID)<1.506e-02		ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)<1.118e-04		ETHYLENE OXIDE>=2.698e-04",DailyControllerMedication,0.05659791524539271,mixed_sign_profile,-0.3312852529753715,-0.6718780342049087,0.009307528254165753,2,26,123,True,[0.8854372510450884],"Index(['ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)<_and_ETHYLENE OXIDE>='], dtype='object')",[]
"METHYL METHACRYLATE<3.122e-03		ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)>=1.675e-04",DailyControllerMedication,0.1916172258190757,mixed_sign_profile,0.23383888359965022,-0.1171431419899992,0.5848209091892996,2,30,119,True,[0.705848338450052],"Index(['METHYL METHACRYLATE<_and_ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)>='], dtype='object')",[]
CHLOROACETIC ACID<3.130e-07		ETHYLENE OXIDE>=2.911e-04		BIS(2-ETHYLHEXYL)PHTHALATE (DEHP)<5.629e-03,DailyControllerMedication,0.24210455114898433,mixed_sign_profile,-0.2049129832215262,-0.548255229376086,0.13842926293303356,2,17,132,True,[nan],"Index(['ETHYLENE OXIDE>=_and_BIS(2-ETHYLHEXYL)PHTHALATE (DEHP)<'], dtype='object')",[]
CHLOROACETIC ACID<3.130e-07		ETHYLENE OXIDE>=2.911e-04		BIS(2-ETHYLHEXYL)PHTHALATE (DEHP)>=5.629e-03,DailyControllerMedication,0.0025321284140649566,mixed_sign_profile,-0.5540270442600196,-0.9136501255097733,-0.19440396301026586,2,24,125,True,[0.7836296200959739],"Index(['ETHYLENE OXIDE>=_and_BIS(2-ETHYLHEXYL)PHTHALATE (DEHP)>='], dtype='object')",[]
"POLYCHLORINATED BIPHENYLS (AROCLORS)>=3.905e-08		ETHYLENE OXIDE<2.911e-04		PROPYLENE DICHLORIDE (1,2-DICHLOROPROPANE)>=7.715e-05",DailyControllerMedication,0.007375195239532755,mixed_sign_profile,-0.49828442842378495,-0.8627748986636976,-0.1337939581838723,2,20,129,True,[0.6923741977115508],"Index(['ETHYLENE OXIDE<_and_PROPYLENE DICHLORIDE (1,2-DICHLOROPROPANE)>='], dtype='object')",[]
PHOSPHORUS>=1.107e-04		DIETHANOLAMINE<1.637e-04,DailyControllerMedication,0.27461291553492195,mixed_sign_profile,-0.18645351495448445,-0.5209540297982278,0.14804699988925893,2,26,123,True,[0.6221620411596072],"Index(['PHOSPHORUS>=_and_DIETHANOLAMINE<'], dtype='object')",[]
ACRYLONITRILE>=1.008e-02,DailyControllerMedication,0.2744974195237372,pos_correlate,0.20777845510241236,-0.1648896402046501,0.5804465504094748,2,25,124,True,[],[],[]
DICHLOROETHYL ETHER (BIS[2-CHLOROETHYL]ETHER)>=1.585e-06,DailyControllerMedication,0.3065398469570422,pos_correlate,0.1798667168832457,-0.16490495295174903,0.5246383867182405,2,42,107,True,[],[],[]
PAHPOM>=1.578e-02,DailyControllerMedication,0.34780295273970974,pos_correlate,0.1673723468854597,-0.18203437245046605,0.5167790662213855,2,50,99,True,[],[],[]
PHOSPHORUS>=1.107e-04		HEXAMETHYLENE DIISOCYANATE<3.145e-07,DailyControllerMedication,0.09932689408442635,mixed_sign_profile,-0.2835986072999111,-0.6208563057322839,0.0536590911324617,2,31,118,True,[0.7893884127601839],"Index(['PHOSPHORUS>=_and_HEXAMETHYLENE DIISOCYANATE<'], dtype='object')",[]
HYDROQUINONE<7.408e-06		CARBON TETRACHLORIDE>=6.102e-01,DailyControllerMedication,0.9545730444364144,mixed_sign_profile,0.010108455186889178,-0.3376874618070322,0.35790437218081056,2,30,119,True,[0.4014469020391177],"Index(['HYDROQUINONE<_and_CARBON TETRACHLORIDE>='], dtype='object')",[]
HYDROQUINONE>=7.255e-06		CRESOL_CRESYLIC ACID (MIXED ISOMERS)>=1.750e-02,DailyControllerMedication,0.021623335011091135,neg_correlate,-0.40240060682919604,-0.7457694241100035,-0.05903178954838867,2,33,116,True,[0.0844081371574126],"Index(['HYDROQUINONE>=_and_CRESOL_CRESYLIC ACID (MIXED ISOMERS)>='], dtype='object')",[]
FORMALDEHYDE>=1.652e+00		VINYL ACETATE<3.033e-04		HYDRAZINE<4.427e-06,DailyControllerMedication,0.8234833799615411,mixed_sign_profile,-2.21799681883318,-21.706286643130884,17.270293005464527,2,7,142,True,[0.88805869474252],"Index(['VINYL ACETATE<_and_HYDRAZINE<'], dtype='object')",[]
