profile,outcome,p_val,relation,coef,coef_95CI_lower,coef_95CI_upper,freq,pos_count,neg_count,binary_outcome,interaction_p_vals,interactions_combs,identical_profiles_pollutants
"CHLOROACETIC ACID<1.815e-07		ETHYLENE OXIDE<2.871e-04		PROPYLENE DICHLORIDE (1,2-DICHLOROPROPANE)>=7.715e-05",DailyControllerMedication,0.014980207870288604,mixed_sign_profile,-0.4408894775806411,-0.7960798684652074,-0.08569908669607484,25,19,130,True,[0.01516249461374409],"Index(['ETHYLENE OXIDE<_and_PROPYLENE DICHLORIDE (1,2-DICHLOROPROPANE)>='], dtype='object')",[]
PROPYLENE OXIDE<7.040e-04,DailyControllerMedication,0.0799651555366161,neg_correlate,0.31731695699797874,-0.03789120424061643,0.6725251182365739,25,59,90,True,[],[],[]
"1,4-DIOXANE<1.605e-06		ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)>=2.329e-04",DailyControllerMedication,0.620931313153957,mixed_sign_profile,0.08839642399954674,-0.2619433004519947,0.43873614845108816,25,25,124,True,[0.9506269720506816],"Index(['1,4-DIOXANE<_and_ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)>='], dtype='object')",[]
"1,4-DIOXANE<1.605e-06		ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)<2.329e-04",DailyControllerMedication,0.07825251634031742,pos_correlate,-0.30712442851517574,-0.6489650424056215,0.03471618537526999,25,25,124,True,[0.9510263077938649],"Index(['1,4-DIOXANE<_and_ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)<'], dtype='object')",[]
ETHYLENE OXIDE<2.480e-04		ACETALDEHYDE>=2.808e+00,DailyControllerMedication,0.024675360198847526,mixed_sign_profile,-0.432007080878822,-0.8089214437716854,-0.05509271798595866,24,12,137,True,[0.0014310188423528323],"Index(['ETHYLENE OXIDE<_and_ACETALDEHYDE>='], dtype='object')",[]
ETHYLENE OXIDE<2.509e-04		BERYLLIUM COMPOUNDS<2.709e-04,DailyControllerMedication,0.006039523450644994,neg_correlate,0.7447132952682308,0.2131003709750311,1.2763262195614304,24,21,128,True,[0.0010247382672372368],"Index(['ETHYLENE OXIDE<_and_BERYLLIUM COMPOUNDS<'], dtype='object')",[]
ARSENIC COMPOUNDS(INORGANIC INCLUDING ARSINE)>=5.820e-04		SELENIUM COMPOUNDS<6.273e-04,DailyControllerMedication,0.00077645847334572,mixed_sign_profile,-0.6139903595383426,-0.9720325841268196,-0.2559481349498655,23,37,112,True,[0.8684390917539441],"Index(['ARSENIC COMPOUNDS(INORGANIC INCLUDING ARSINE)>=_and_SELENIUM COMPOUNDS<'], dtype='object')",[]
ARSENIC COMPOUNDS(INORGANIC INCLUDING ARSINE)<5.820e-04		PHENOL<2.532e-02,DailyControllerMedication,0.009416597385322894,neg_correlate,0.5451298221621202,0.13364690031026588,0.9566127440139747,22,31,118,True,[0.46768137908021834],"Index(['ARSENIC COMPOUNDS(INORGANIC INCLUDING ARSINE)<_and_PHENOL<'], dtype='object')",[]
ARSENIC COMPOUNDS(INORGANIC INCLUDING ARSINE)<5.820e-04		PHENOL>=2.532e-02,DailyControllerMedication,0.9226879964082443,mixed_sign_profile,0.016937017240061056,-0.32511870199817816,0.3589927364783003,22,22,127,True,[0.46825608015331843],"Index(['ARSENIC COMPOUNDS(INORGANIC INCLUDING ARSINE)<_and_PHENOL>='], dtype='object')",[]
TOLUENE<5.980e+00,DailyControllerMedication,0.22294027210176803,neg_correlate,0.21773904221485002,-0.13242445905476913,0.5679025434844691,22,45,104,True,[],[],[]
HYDROQUINONE>=7.350e-06		GLYCOL ETHERS>=1.092e-01		ACETALDEHYDE<2.808e+00,DailyControllerMedication,0.017434028611058576,mixed_sign_profile,0.491620667734613,0.08632537918986094,0.896915956279365,22,26,123,True,[0.0033005773864215686],"Index(['GLYCOL ETHERS>=_and_ACETALDEHYDE<'], dtype='object')",[]
HYDROQUINONE>=7.350e-06		GLYCOL ETHERS>=1.106e-01		ACETALDEHYDE>=2.808e+00,DailyControllerMedication,0.006736157816494554,neg_correlate,-0.5218775672339033,-0.8993709243209582,-0.14438421014684844,22,16,133,True,[0.0027717909412091585],"Index(['GLYCOL ETHERS>=_and_ACETALDEHYDE>='], dtype='object')",[]
DICHLOROETHYL ETHER (BIS[2-CHLOROETHYL]ETHER)>=1.630e-06,DailyControllerMedication,0.3942387649100443,pos_correlate,0.1511906513634403,-0.19663058467116362,0.4990118873980442,21,38,111,True,[],[],[]
"ETHYLENE OXIDE>=2.740e-04		ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)<1.093e-04",DailyControllerMedication,0.0076506594663672605,mixed_sign_profile,-0.47693900130653516,-0.8274244391538295,-0.12645356345924086,21,24,125,True,[0.8513103390343068],"Index(['ETHYLENE OXIDE>=_and_ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)<'], dtype='object')",[]
FORMALDEHYDE>=1.652e+00		HYDRAZINE<4.445e-06,DailyControllerMedication,0.002670049971522505,mixed_sign_profile,-0.6281404401295517,-1.0380571091590314,-0.21822377110007202,21,15,134,True,[0.14258987522039088],"Index(['FORMALDEHYDE>=_and_HYDRAZINE<'], dtype='object')",[]
ANTIMONY COMPOUNDS<8.200e-05,DailyControllerMedication,0.021547466712534404,neg_correlate,0.4657391154235094,0.06855377433206122,0.8629244565149575,21,27,122,True,[],[],[]
MERCURY COMPOUNDS<2.300e-04,DailyControllerMedication,0.27616769390989826,pos_correlate,-0.18975372725041384,-0.5312791314409409,0.15177167694011312,20,42,107,True,[],[],[]
METHYLHYDRAZINE<2.375e-06		CARBON TETRACHLORIDE<5.471e-01,DailyControllerMedication,0.8208742827217581,neg_correlate,3.5586408036380908,-27.24600696338047,34.36328857065665,20,19,130,True,[0.7920778521322422],"Index(['METHYLHYDRAZINE<_and_CARBON TETRACHLORIDE<'], dtype='object')",[]
METHYLHYDRAZINE<2.375e-06		CARBON TETRACHLORIDE>=5.471e-01,DailyControllerMedication,0.06748508763135427,mixed_sign_profile,-0.3247526569508949,-0.6728674967558519,0.023362182854062163,20,15,134,True,[0.7379958044604087],"Index(['METHYLHYDRAZINE<_and_CARBON TETRACHLORIDE>='], dtype='object')",[]
HYDROQUINONE>=7.350e-06		GLYCOL ETHERS>=1.063e-01		FORMALDEHYDE<2.521e+00,DailyControllerMedication,0.030135069390342335,mixed_sign_profile,0.4560290163280351,0.04381847536289918,0.868239557293171,20,22,127,True,[0.04266812440894992],"Index(['GLYCOL ETHERS>=_and_FORMALDEHYDE<'], dtype='object')",[]
ETHYLENE OXIDE<2.509e-04		BERYLLIUM COMPOUNDS>=2.720e-04,DailyControllerMedication,0.07658337225771229,mixed_sign_profile,-0.3077040163927053,-0.648265966257324,0.03285793347191346,20,16,133,True,[0.001187004155223518],"Index(['ETHYLENE OXIDE<_and_BERYLLIUM COMPOUNDS>='], dtype='object')",[]
PENTACHLOROPHENOL<2.360e-10		METHYL METHACRYLATE>=2.926e-03,DailyControllerMedication,0.4621273767578943,mixed_sign_profile,-0.12702961440156843,-0.46560856607328094,0.21154933727014405,19,22,127,True,[0.07039701600331585],"Index(['PENTACHLOROPHENOL<_and_METHYL METHACRYLATE>='], dtype='object')",[]
"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)<1.511e-04		ETHYLENE OXIDE>=2.905e-04",DailyControllerMedication,0.023895674580256477,mixed_sign_profile,-0.39147520663769914,-0.7311584302514095,-0.0517919830239888,19,35,114,True,[0.835614957118375],"Index(['ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)<_and_ETHYLENE OXIDE>='], dtype='object')",[]
METHYLHYDRAZINE<3.685e-06		BENZIDINE>=1.255e-08,DailyControllerMedication,0.019915743997709224,mixed_sign_profile,0.43614963480943564,0.06894055033953189,0.8033587192793394,19,39,110,True,[0.09037527823906273],"Index(['METHYLHYDRAZINE<_and_BENZIDINE>='], dtype='object')",[]
METHYLHYDRAZINE>=3.685e-06		MERCURY COMPOUNDS<4.160e-04,DailyControllerMedication,0.04657029962994627,mixed_sign_profile,-0.36444122300365744,-0.7233479692366183,-0.0055344767706966835,18,18,131,True,[0.3847437657083156],"Index(['METHYLHYDRAZINE>=_and_MERCURY COMPOUNDS<'], dtype='object')",[]
METHYL METHACRYLATE<3.044e-03		PENTACHLOROPHENOL<2.315e-10,DailyControllerMedication,0.006153014037974902,neg_correlate,0.5292484706181504,0.15060173448928127,0.9078952067470195,18,44,105,True,[0.15025975452232854],"Index(['METHYL METHACRYLATE<_and_PENTACHLOROPHENOL<'], dtype='object')",[]
LEAD COMPOUNDS>=1.811e-03		COBALT COMPOUNDS<1.212e-04,DailyControllerMedication,0.004913187974178964,mixed_sign_profile,-0.5150418918814651,-0.8739404369445625,-0.15614334681836767,18,23,126,True,[0.08712260142004187],"Index(['LEAD COMPOUNDS>=_and_COBALT COMPOUNDS<'], dtype='object')",[]
ACRYLONITRILE>=1.175e-02,DailyControllerMedication,0.2646538210370857,neg_correlate,-0.22844214212324915,-0.6298360175273217,0.1729517332808233,18,13,136,True,[],[],[]
HYDROQUINONE>=7.350e-06		GLYCOL ETHERS>=1.086e-01		CARBON TETRACHLORIDE>=5.471e-01,DailyControllerMedication,0.02968121367278671,pos_correlate,0.45446837370746745,0.044803649705469295,0.8641330977094657,18,21,128,True,[0.002789116219232801],"Index(['GLYCOL ETHERS>=_and_CARBON TETRACHLORIDE>='], dtype='object')",[]
HEXAMETHYLENE DIISOCYANATE<1.293e-07,DailyControllerMedication,0.5277521567013197,pos_correlate,-0.11086515131695394,-0.4549854617787103,0.23325515914480238,18,49,100,True,[],[],[]
"POLYCHLORINATED BIPHENYLS (AROCLORS)>=3.905e-08		ETHYLENE OXIDE<2.916e-04		PROPYLENE DICHLORIDE (1,2-DICHLOROPROPANE)<7.715e-05",DailyControllerMedication,0.0016387902407764014,mixed_sign_profile,0.8042049200817027,0.3036471965170372,1.3047626436463684,17,27,122,True,[0.7398141042462918],"Index(['ETHYLENE OXIDE<_and_PROPYLENE DICHLORIDE (1,2-DICHLOROPROPANE)<'], dtype='object')",[]
CRESOL_CRESYLIC ACID (MIXED ISOMERS)>=2.742e-02,DailyControllerMedication,0.026677684440582248,pos_correlate,0.43982934265256696,0.050853180980987844,0.828805504324146,17,27,122,True,[],[],[]
"HYDROQUINONE>=7.350e-06		PROPYLENE DICHLORIDE (1,2-DICHLOROPROPANE)<7.740e-05		ETHYLENE OXIDE>=2.689e-04",DailyControllerMedication,0.5005824071604248,mixed_sign_profile,-0.1156862368568308,-0.45230993960874577,0.22093746589508415,17,12,137,True,[0.027005021157100125],"Index(['PROPYLENE DICHLORIDE (1,2-DICHLOROPROPANE)<_and_ETHYLENE OXIDE>='], dtype='object')",[]
POLYCHLORINATED BIPHENYLS (AROCLORS)>=3.905e-08		BENZIDINE<1.300e-08,DailyControllerMedication,0.008757426227574382,mixed_sign_profile,-0.4820501406317831,-0.8424711627646244,-0.12162911849894176,16,23,126,True,[0.8446667012763966],"Index(['POLYCHLORINATED BIPHENYLS (AROCLORS)>=_and_BENZIDINE<'], dtype='object')",[]
HYDROQUINONE<7.350e-06		BROMOFORM>=2.340e-06,DailyControllerMedication,0.0014456714760596578,mixed_sign_profile,0.7384504219451495,0.2840810677753066,1.1928197761149923,16,30,119,True,[0.04147716168093549],"Index(['HYDROQUINONE<_and_BROMOFORM>='], dtype='object')",[]
DIETHANOLAMINE<1.265e-04,DailyControllerMedication,0.12319492376901836,neg_correlate,0.27292568229044517,-0.0740896891142907,0.619941053695181,16,55,94,True,[],[],[]
